,Age,Avg_Daily_Usage_Hours,Sleep_Hours_Per_Night,Mental_Health_Score,Conflicts_Over_Social_Media,Addicted_Score,High_Addiction
Age,1.0,-0.11368231436049507,0.1252654067478582,0.16027804393639952,-0.1844815068717307,-0.16639570901113218,-0.10294559378733696
Avg_Daily_Usage_Hours,-0.11368231436049507,1.0,-0.7905824554799932,-0.8010576231623425,0.8045823292245052,0.8320001573523113,0.6972241958044625
Sleep_Hours_Per_Night,0.1252654067478582,-0.7905824554799932,1.0,0.7074386791212837,-0.6772657967648387,-0.7648579747036496,-0.6893846876221097
Mental_Health_Score,0.16027804393639952,-0.8010576231623425,0.7074386791212837,1.0,-0.8935720465254217,-0.9450506757277403,-0.8418188306426666
Conflicts_Over_Social_Media,-0.1844815068717307,0.8045823292245052,-0.6772657967648387,-0.8935720465254217,1.0,0.9335858668503327,0.7872656059422193
Addicted_Score,-0.16639570901113218,0.8320001573523113,-0.7648579747036496,-0.9450506757277403,0.9335858668503327,1.0,0.8761968886846537
High_Addiction,-0.10294559378733696,0.6972241958044625,-0.6893846876221097,-0.8418188306426666,0.7872656059422193,0.8761968886846537,1.0
